,sex
3314,0.12791342
16572,0.11847308
32222,0.11019422
15297,0.19993448
24336,0.11004516
23515,0.110037096
8138,0.12389934
15498,0.1408058
13783,0.11159185
1077,0.17253561
5857,0.16611737
6061,0.1112585
19016,0.13121882
15642,0.14395858
14222,0.11009193
16688,0.13466588
3489,0.16430113
5887,0.16680647
18633,0.15708774
15426,0.14966728
32516,0.20173103
9750,0.12443616
29112,0.12996933
32445,0.18935153
14074,0.26603758
7834,0.17236988
3204,0.11128324
30382,0.18838362
14066,0.1389774
21268,0.11129413
1491,0.25992373
18511,0.12013697
2814,0.15968357
13933,0.19702202
17819,0.12135474
6624,0.2501446
7072,0.116611056
7712,0.2118133
10670,0.11462618
12250,0.26490065
12230,0.16272041
5719,0.12957713
8192,0.34770033
7359,0.22455113
31047,0.115735754
15421,0.17400178
14825,0.11386607
15648,0.113944806
19571,0.13381995
20311,0.13845186
10114,0.11163959
27899,0.15639128
23251,0.14739774
30540,0.13625357
10650,0.11511193
15528,0.34409118
14652,0.15132362
1097,0.111550204
14463,0.113282904
27254,0.1158313
13326,0.11005577
8759,0.19820812
18567,0.1691119
32291,0.21471938
14283,0.2560991
27841,0.12604402
12432,0.20166512
9293,0.2649122
20679,0.110119045
31015,0.15887481
25428,0.115050055
26261,0.34754288
9115,0.15666936
23968,0.1418217
23127,0.11070762
18559,0.14181167
25692,0.11223603
25705,0.12507525
30135,0.111816995
3846,0.1546514
16419,0.15884954
14065,0.13914667
19998,0.11600621
9373,0.1410697
27405,0.13927642
32001,0.14857574
4159,0.12969494
16909,0.16423456
25296,0.118897565
6603,0.1850302
9213,0.27407557
23461,0.11148174
6307,0.15025358
25900,0.120818965
28301,0.13886064
9526,0.11289228
26026,0.20348409
10901,0.1535514
17403,0.19890384
14657,0.13123272
30119,0.11023933
10867,0.175257
17505,0.14665131
20723,0.14111021
31029,0.13771372
925,0.111464284
1362,0.1114669
13271,0.13729146
26107,0.16345215
19949,0.12816276
1166,0.20826928
13734,0.110086836
21609,0.11684312
28001,0.15165998
18168,0.5030899
13356,0.1185081
19854,0.16039301
25750,0.12250505
27906,0.11741222
15022,0.15278459
19805,0.11344882
11642,0.18176274
5936,0.11038142
6421,0.2819395
20639,0.118758366
6660,0.11771315
6677,0.19385017
31050,0.11193964
11099,0.12088108
29010,0.12033155
31825,0.18701987
24314,0.21293695
4290,0.11422976
14601,0.1530119
2927,0.13856182
14808,0.11161469
14979,0.11016312
4591,0.12857018
23797,0.18896322
586,0.17613867
22957,0.18163432
31018,0.11209266
18651,0.1624121
29279,0.11074742
31092,0.19412848
13592,0.49303895
13459,0.20846698
18027,0.110121615
18079,0.117492266
4407,0.15786172
29947,0.12558079
21068,0.110488586
16148,0.12906235
12810,0.30161852
20188,0.13026461
13632,0.11153603
14907,0.11409971
20446,0.42685363
13954,0.1547875
9361,0.16337733
18342,0.11756185
21019,0.25156078
31522,0.14284895
29779,0.16249323
26689,0.16059624
13825,0.2127758
3872,0.12400116
10953,0.15095522
3611,0.11353034
19871,0.43835357
17689,0.11258146
12865,0.112387225
30921,0.1254474
8410,0.5114366
19365,0.14956398
11224,0.485818
14192,0.110428125
25104,0.30447203
20665,0.14611739
10812,0.21200854
18644,0.2713615
3941,0.19745031
17557,0.11517091
9796,0.11762393
30938,0.11080279
14612,0.33726883
29422,0.12337131
6808,0.13450196
17584,0.18011716
22835,0.18887076
12267,0.15251674
31356,0.14039259
14020,0.11667563
2349,0.13090275
13676,0.11618941
8828,0.11022875
8810,0.20174058
19186,0.1837596
17099,0.110491194
13267,0.32828653
25762,0.11902373
20532,0.12241943
11333,0.3629225
2109,0.16923992
24054,0.1470196
18143,0.18620099
31106,0.11677598
6549,0.111220144
12667,0.11005098
2189,0.14544202
29343,0.11224658
2816,0.12473222
12017,0.16759388
22468,0.21266666
18010,0.13817613
22472,0.1425997
4585,0.11306325
11191,0.120410584
23245,0.1878558
25872,0.1208375
4417,0.12241557
31533,0.12955192
17265,0.15284532
17838,0.14177433
16319,0.18199353
16338,0.3966671
23361,0.19879419
13687,0.13942917
17161,0.45210826
3062,0.16659324
23972,0.11762222
25160,0.23310657
2247,0.15855157
6357,0.13744292
12604,0.18230766
30399,0.13713862
4714,0.111821204
20488,0.14856802
22768,0.16059276
7003,0.41446042
13530,0.18887751
7482,0.11181445
28883,0.119274795
26717,0.23249699
14514,0.122236945
18398,0.13086228
18553,0.11319304
21298,0.16673215
30707,0.17252892
29335,0.16642162
21227,0.11556556
14503,0.13298759
25631,0.11375507
21845,0.17220944
2146,0.28385076
31625,0.13169476
20846,0.11853447
17906,0.14533451
20795,0.111568786
25636,0.13601105
7858,0.111525446
16936,0.17122208
19646,0.1384854
32285,0.17755817
24238,0.110493444
7791,0.1699544
32470,0.120495185
28537,0.1536876
16111,0.15892412
2910,0.15193816
6405,0.13203755
15242,0.11082793
17148,0.14852485
4139,0.1586017
24744,0.11983182
14813,0.17792246
6756,0.18384536
28494,0.1100641
2182,0.25716606
23338,0.11116273
25869,0.14200513
14600,0.12520161
20041,0.11035678
17367,0.12974536
18021,0.12183253
32053,0.12537213
19144,0.1323469
21661,0.11303732
16155,0.118139505
23431,0.15221944
21433,0.116268866
23859,0.17701511
8896,0.110552266
8064,0.12261575
4863,0.15088676
21122,0.11056205
15631,0.17147055
27525,0.12097178
19286,0.14763981
20638,0.17248578
22437,0.1127569
9055,0.11004432
21529,0.17033748
32518,0.14868484
8497,0.51565146
15016,0.11056265
6715,0.1113371
18801,0.2502419
27561,0.12765862
20869,0.11245398
20956,0.11005314
23534,0.13681184
6685,0.12801772
15333,0.11305362
6225,0.18822941
2315,0.11013202
23277,0.1461437
11269,0.13902518
7877,0.1243957
18572,0.11173389
4013,0.120480426
21258,0.15782844
8887,0.12775798
18937,0.24421595
18506,0.14978305
12887,0.16220929
31873,0.112772465
31635,0.11018114
23379,0.12876846
12387,0.15154721
22333,0.2519608
4269,0.2523114
23564,0.1422123
20486,0.23848103
10540,0.30865085
3540,0.13625868
9756,0.15312248
31693,0.12151362
18331,0.13410325
30328,0.11160252
15211,0.1251182
17499,0.17452621
21535,0.12022656
26702,0.19403453
30222,0.12588346
14533,0.16887063
20483,0.2515303
17190,0.17551103
19755,0.168801
12840,0.16869089
11843,0.110086516
4874,0.21752664
31,0.30115548
8287,0.18999368
18997,0.24922098
994,0.13553418
14493,0.16529495
30522,0.13130221
26328,0.20966938
17324,0.2217595
7658,0.29608926
11092,0.12061619
26696,0.13191025
1348,0.12746607
30112,0.13468504
18455,0.16152282
6161,0.24109262
31956,0.11677761
24632,0.2250686
6883,0.1238921
27094,0.111733295
27003,0.12903662
12986,0.13077316
25542,0.11022171
5995,0.11348998
6228,0.18644938
12556,0.24337524
9437,0.11777484
22459,0.118983746
15075,0.11003809
4169,0.18896322
26629,0.14889298
21742,0.14732933
13423,0.17969432
9529,0.17337702
2480,0.13014549
16345,0.11604352
18110,0.115208946
30915,0.11010342
24213,0.13951515
2997,0.12737635
27524,0.20876944
9195,0.14613304
9356,0.15064499
22377,0.14081615
19620,0.15892322
14405,0.110409506
27556,0.11029187
26771,0.18772602
31501,0.12676805
6486,0.40609878
8431,0.11551178
23013,0.11250014
11963,0.112943664
11764,0.19235861
29437,0.12452566
6510,0.12597257
17968,0.119898126
4572,0.1319584
25311,0.3792539
5446,0.153512
6674,0.11080868
25597,0.15733059
21841,0.19721584
32397,0.13144505
13726,0.23189892
20211,0.15813689
27918,0.26184994
17876,0.1577971
25767,0.16379125
18191,0.17200206
8104,0.13302018
10469,0.14906093
27673,0.115441024
9922,0.120764755
10294,0.14979945
21540,0.13606457
27889,0.15240517
27374,0.37153125
10242,0.16091157
11374,0.15244831
19387,0.19405253
29944,0.111080036
31476,0.13819136
19718,0.15025598
20578,0.1209939
5292,0.37042084
749,0.1425888
31156,0.11250014
22510,0.16855732
3209,0.15589692
1253,0.12977438
7466,0.14493124
1208,0.12487304
439,0.13030303
12010,0.19912933
6104,0.11550271
5593,0.23484258
23153,0.17400117
26291,0.38815102
23280,0.15218718
24753,0.19131336
22364,0.11174757
32020,0.17004903
12645,0.13037898
1096,0.20130812
29783,0.40317553
17659,0.110636
2258,0.1834186
20930,0.15792146
30051,0.16540812
11286,0.1251394
15949,0.12825738
12441,0.19958434
27258,0.11806752
31679,0.24675842
16987,0.128428
24679,0.23312612
21094,0.13041645
26323,0.28857347
28266,0.12348318
17834,0.111341625
24670,0.20261389
27980,0.12843232
28530,0.11911511
1488,0.14939371
19467,0.28140685
8187,0.11072118
16953,0.11157974
576,0.17433256
16306,0.120942846
14177,0.11046324
26778,0.11298561
20941,0.37797683
16457,0.23486014
2177,0.120751984
27287,0.16819496
6592,0.121946156
16785,0.11355209
11175,0.12288861
14532,0.17803223
4562,0.17418563
14176,0.11454206
6203,0.1309147
31462,0.11435345
6790,0.19924639
12788,0.33048832
8100,0.25407583
19920,0.1393952
25728,0.115766756
14569,0.12849551
19442,0.15481113
30157,0.11164645
15101,0.111076996
4453,0.11082762
15098,0.16483721
27107,0.13116491
8361,0.110631496
16728,0.13005765
16238,0.16542287
16051,0.26976046
28127,0.1188923
28968,0.11560617
29655,0.16401985
12520,0.16080794
10104,0.15006892
15923,0.13219385
5086,0.12252558
27303,0.11216434
9622,0.16943689
27441,0.11203626
30749,0.1448055
18704,0.13829018
15634,0.13531692
17498,0.1628297
21931,0.16561984
26119,0.12962443
3572,0.14803785
10957,0.111160345
11911,0.12118133
3434,0.15563023
20731,0.12293593
5059,0.29603693
31921,0.11449626
32132,0.17086823
9924,0.112365335
22598,0.116131455
20069,0.11757528
10144,0.38251868
23698,0.14546357
18463,0.14995061
21285,0.1173801
9812,0.1481081
29661,0.13226053
20053,0.1374197
18307,0.11782081
8736,0.4996848
30342,0.16540848
1258,0.31265265
6515,0.13061586
15628,0.15336902
5900,0.20067334
21805,0.11548377
28815,0.13692683
21971,0.21658224
31611,0.15561777
22597,0.23837842
27329,0.13981526
15570,0.11122993
142,0.12057552
6282,0.13300197
21270,0.12917154
16856,0.13695796
27688,0.1440735
14460,0.19168691
30493,0.110243656
12264,0.1838322
19742,0.122236155
26064,0.114564925
12680,0.14014925
12660,0.13319363
11617,0.12121965
31087,0.11245313
29803,0.13032381
16424,0.118557006
18274,0.114426054
21273,0.16851929
2018,0.18742374
5740,0.19544287
18894,0.116372176
21023,0.11006205
27422,0.17664102
16960,0.1284847
32294,0.17491217
32122,0.13169743
29061,0.13324077
7870,0.1108169
6930,0.11089234
7139,0.2183066
17579,0.118465334
13982,0.3045278
1354,0.16183843
18940,0.175849
4934,0.12924036
8046,0.22069663
24671,0.14234824
9684,0.12956199
27300,0.112635225
5999,0.11006793
7216,0.110931806
17814,0.110708445
8918,0.33278415
28830,0.1814001
7285,0.1108021
6051,0.18845904
25061,0.12773785
17281,0.2537015
26591,0.11041464
11817,0.11133903
21928,0.11302915
15341,0.12590973
28268,0.11746518
14443,0.11959472
10084,0.12896287
16606,0.19009957
5371,0.16942021
2422,0.11174925
18053,0.11207101
25996,0.15825889
13614,0.16192578
32303,0.15193938
29080,0.17266254
10669,0.1274227
23487,0.122644775
8425,0.12167399
10722,0.11284017
28445,0.3702454
32141,0.13764042
6687,0.18985449
20301,0.18404417
28303,0.12053542
20271,0.13727185
8937,0.11947009
15303,0.1342902
22903,0.1364391
29888,0.18210857
20191,0.11008547
22050,0.1394321
5244,0.26377898
30467,0.16901207
17259,0.13124661
6065,0.15508491
42,0.1288734
13253,0.19537105
31714,0.13945884
19327,0.12584753
8289,0.16821752
27365,0.122034274
5811,0.14652154
12299,0.12834273
32223,0.18730545
13236,0.112093285
20761,0.14862655
9197,0.15113488
8764,0.12862705
17559,0.2549836
29817,0.1213306
10654,0.11097682
9059,0.12164472
16358,0.110492125
16930,0.12063461
8839,0.13408035
22048,0.119116254
30781,0.15121365
13075,0.14630735
8349,0.3429784
23786,0.11743811
22324,0.113016464
4074,0.11913969
14971,0.15818046
4356,0.1319522
6381,0.20286676
24057,0.2532756
16441,0.13103837
5743,0.151645
24855,0.20074469
6678,0.11646843
8836,0.114307605
6097,0.11117406
22322,0.16242471
32173,0.13920198
21434,0.16906545
20990,0.11652813
5305,0.20404258
9049,0.12268086
25241,0.18262388
5617,0.37307456
11152,0.17936815
29683,0.110151395
11316,0.17605081
11497,0.11012319
14487,0.110036395
25790,0.11621865
6448,0.18763918
9734,0.1573186
26815,0.12552278
29216,0.1330516
3948,0.13095401
29791,0.17832594
13088,0.11469746
16798,0.15616024
24511,0.11965585
14284,0.1520451
18251,0.12735452
9962,0.13108407
13101,0.16768901
10309,0.19877407
31223,0.21591385
7369,0.14377329
3795,0.15702537
4527,0.11309103
21092,0.16763967
21216,0.15412307
16533,0.14909355
20974,0.2193247
24353,0.1123353
17062,0.122778304
28250,0.11271478
27129,0.11326587
5303,0.14103818
6586,0.11461723
21763,0.13872392
7584,0.30881065
32405,0.11007349
293,0.12995216
26331,0.12621848
2728,0.14059971
12950,0.12954547
5416,0.110053286
19135,0.29127383
17084,0.17628746
6987,0.13610066
28557,0.11831
12932,0.11648035
12011,0.34316376
13693,0.14947985
6507,0.13320737
15199,0.20688379
8088,0.11057894
19382,0.12050585
2935,0.12939689
13220,0.11353379
8928,0.11165274
31770,0.14008108
7076,0.11801805
23826,0.28071558
21818,0.11036321
12339,0.117866985
12610,0.33073688
23801,0.1172938
14943,0.11180193
27990,0.13506402
23812,0.11127156
15530,0.13964772
23246,0.11639739
17418,0.12574928
30887,0.18587258
17735,0.114303425
19244,0.16272952
3944,0.15154046
1217,0.20617689
11150,0.14111814
30031,0.15281291
28355,0.1368587
29106,0.11972327
10194,0.11113094
32230,0.11212766
12738,0.111295685
7881,0.19307373
15603,0.1328537
6143,0.16002695
6817,0.14338
5848,0.1371427
12304,0.17806926
10862,0.1100372
21947,0.11377164
1570,0.27475208
13679,0.43252352
4113,0.14043212
20136,0.17809197
7163,0.114689395
17034,0.31121916
4743,0.19391702
13702,0.111892104
3354,0.20344236
30005,0.1384003
14793,0.12454484
9109,0.11561996
13681,0.11507947
31615,0.20129494
23609,0.12723173
26434,0.116034396
28038,0.110104024
29428,0.11473402
18838,0.1733525
4192,0.19877407
4548,0.20312132
1305,0.2562373
28962,0.116027385
10418,0.14483827
9515,0.12061121
1838,0.18196194
23602,0.11997846
14682,0.11732893
9033,0.1779873
21809,0.57864654
7307,0.11264381
29725,0.11363344
4446,0.14413705
30856,0.11312392
20043,0.11013118
32254,0.118773736
10257,0.11259505
3376,0.11127105
1372,0.12142992
18469,0.23189892
4456,0.1775563
11134,0.16089097
27115,0.117381535
19066,0.11417807
28474,0.19057126
17104,0.110425
16264,0.14471433
28224,0.17222206
27884,0.15354887
30343,0.11694063
19015,0.21834007
29518,0.18940401
23692,0.11920549
25955,0.2033716
17984,0.13434424
6993,0.14296196
12805,0.15872185
19819,0.5177554
4325,0.18535645
29092,0.11919681
18654,0.11039853
7872,0.13393092
26480,0.12885776
22464,0.112730674
7473,0.122040875
8290,0.19885221
11304,0.11012319
24420,0.11091352
15647,0.14309813
13814,0.11781826
30866,0.11891144
30990,0.16379125
623,0.13458295
14798,0.16324517
25243,0.116609916
27356,0.14034207
10037,0.13551942
5294,0.20252609
3772,0.111190856
12947,0.27572167
24851,0.13644944
15331,0.13007417
31096,0.1423909
6349,0.12055236
26348,0.15426727
8935,0.14991185
17878,0.25569448
1101,0.11036324
28974,0.19799209
5182,0.117616534
6231,0.41183087
5917,0.16458406
5916,0.2991345
23611,0.17101896
19804,0.13866909
4467,0.11058062
31867,0.118305996
25820,0.11076962
28963,0.11245784
3803,0.118905626
11061,0.19079162
10321,0.15656814
10606,0.11869808
25430,0.12788536
14447,0.11295104
30745,0.111401655
23300,0.11280236
26914,0.19449922
25363,0.114698164
31526,0.11258272
21175,0.11384988
28223,0.12944676
4649,0.19313753
8771,0.17930885
15803,0.116296634
5129,0.11702291
22913,0.13849823
1029,0.11376206
9483,0.12616134
13759,0.112452835
18235,0.13327943
24339,0.19714433
23292,0.110868394
12102,0.14985994
21167,0.1115644
18883,0.11634811
20780,0.11769543
9742,0.14989015
6827,0.12866277
25339,0.25728685
19044,0.11826886
32010,0.1302849
1333,0.13533235
1776,0.12388203
16822,0.11778014
7717,0.1125831
25721,0.15025476
30658,0.40903407
18874,0.14449553
10870,0.121090926
21509,0.1100427
8198,0.112056576
8039,0.11204442
24508,0.13027817
29793,0.11285683
30145,0.2704403
20582,0.110088535
6315,0.2633754
24612,0.25340453
28612,0.12937598
22471,0.16581722
16340,0.15732868
1157,0.116041206
26082,0.11407131
7270,0.11009721
4935,0.11208307
7551,0.12832704
14725,0.114465706
31700,0.13705468
1241,0.113551244
8854,0.20728937
16506,0.1135544
21213,0.1451058
17594,0.11668575
1254,0.11289342
23232,0.20143016
7496,0.1487014
20375,0.157607
1455,0.13944447
25148,0.116591215
19706,0.16978016
27157,0.11848191
8268,0.158694
1836,0.21015142
10274,0.11115854
16271,0.11996489
30327,0.11033516
27950,0.11902806
535,0.13217492
10607,0.18194638
12455,0.12576018
27944,0.1111739
15541,0.11076169
6348,0.17690483
18508,0.26976046
14229,0.3133115
9217,0.112858176
12796,0.11607976
26669,0.21385852
1264,0.110265695
25576,0.11480748
9349,0.1450098
27920,0.13837175
30043,0.11105457
24794,0.12097178
28570,0.15984066
19639,0.17615074
2938,0.110964745
8679,0.12447601
16602,0.15655178
6068,0.17685595
3245,0.1564007
18791,0.11833524
19591,0.13107926
24545,0.34606823
31548,0.11077868
21081,0.12438729
19003,0.123107
12543,0.15110907
11124,0.2755854
18085,0.166795
20439,0.16535449
20442,0.11738845
30568,0.15578479
21320,0.11774673
28161,0.11699128
27417,0.12720263
18561,0.1126257
10792,0.12327646
10818,0.12722509
15393,0.110062204
26497,0.12768161
22004,0.13295487
25848,0.14293566
13868,0.11051717
14452,0.11909132
7097,0.38524252
3187,0.11796714
27656,0.124530286
8550,0.11064037
2184,0.17886873
3487,0.11032436
22456,0.11809475
28604,0.25510487
25013,0.20880625
5833,0.25535864
13657,0.1894768
6053,0.18838303
14048,0.11108771
24477,0.1405374
22571,0.1222502
24693,0.12076883
27875,0.18969125
29576,0.22492969
11840,0.15489988
12789,0.1102063
18043,0.116579235
15865,0.16598985
30008,0.1328564
28078,0.114379525
19271,0.4729966
28812,0.11101905
31659,0.11742065
19219,0.25002974
23069,0.11024315
4230,0.120523974
7019,0.1370664
21514,0.13225837
18605,0.13669695
15943,0.1875801
17956,0.14590813
29869,0.113844916
26739,0.19625688
30490,0.11440388
15819,0.12836324
28655,0.16598985
20418,0.19538635
13768,0.15919535
11839,0.16377507
23517,0.13279094
27833,0.11943939
9037,0.12572064
10741,0.16201161
14560,0.12408247
21027,0.22461149
6639,0.13009168
10888,0.13209252
23850,0.12751883
8903,0.27195415
15145,0.2570648
6345,0.110247426
17017,0.18148069
21766,0.12125072
28964,0.11967576
20885,0.11012703
15731,0.11014088
25641,0.11690346
18861,0.113253586
4081,0.5690051
25423,0.15723307
23900,0.34965026
24153,0.19894382
16675,0.123970665
4750,0.11911511
4307,0.148665
16240,0.16564596
27014,0.11101738
2675,0.14236957
10791,0.11853673
2522,0.18597808
7476,0.19729887
22058,0.16936164
18223,0.1125669
15258,0.13296233
22409,0.11927322
7259,0.1111167
31713,0.13405477
1803,0.1288503
8977,0.1146715
8350,0.115108505
18112,0.15652186
8899,0.13190474
6728,0.11653643
24520,0.11796964
17765,0.12239748
9026,0.110848576
3538,0.1421756
22025,0.13283092
5701,0.3027857
1005,0.12319875
6800,0.11108827
9238,0.12976988
27505,0.11027981
22172,0.21048345
13317,0.110441774
20455,0.11214759
8117,0.47701487
4045,0.11004083
13408,0.11010413
27335,0.14393032
16883,0.19628735
1476,0.13392991
5748,0.18562812
9264,0.24217333
23045,0.1694784
19831,0.119455166
30486,0.2721494
3859,0.14670345
14957,0.1320588
28403,0.12214314
17023,0.11492196
5404,0.173732
19671,0.17187245
10977,0.11257305
17401,0.12581585
8715,0.38087747
30295,0.11034142
9012,0.12754369
4828,0.12868254
13084,0.13512906
22405,0.13992669
18819,0.15096226
28696,0.16835186
17612,0.2719879
23924,0.16004835
29528,0.11616761
29047,0.11344369
29950,0.1321858
26326,0.1986473
1223,0.16490792
26087,0.11003957
3360,0.16127144
27029,0.12366958
1345,0.113557786
15436,0.17187078
9537,0.119858265
3785,0.123680905
20524,0.16504085
4752,0.13285832
21926,0.1446505
31823,0.123961225
9844,0.12074413
9656,0.11009796
32269,0.12250829
8260,0.20169255
19441,0.12914115
8395,0.16164164
10126,0.11006259
19197,0.13961059
19632,0.12824658
10460,0.25483906
31115,0.287979
30500,0.11023821
7749,0.17615074
15947,0.2183066
29073,0.11924586
12423,0.112774804
20865,0.11017853
9586,0.121768534
22402,0.113971576
12321,0.14824964
18788,0.18303892
12245,0.22195269
28041,0.14539605
23156,0.11137614
18528,0.118490376
18208,0.11040713
7660,0.15228628
5948,0.14647014
12141,0.110334784
20902,0.210248
16787,0.20249479
10349,0.1103649
8951,0.110989146
21013,0.23609078
19036,0.138416
8220,0.11381667
26187,0.113774404
15974,0.12308778
19172,0.17400117
27351,0.25522503
3934,0.12398129
14627,0.13220283
10137,0.15271302
5567,0.18684664
1964,0.2009004
10864,0.16542287
8961,0.13095401
31111,0.14989726
11562,0.12244535
22218,0.12470644
30062,0.15100704
30013,0.18768403
20016,0.11004786
21266,0.17309321
10466,0.118003786
29653,0.17194766
14620,0.12830633
4116,0.11201535
11771,0.12445741
14634,0.13254498
21186,0.11572013
7383,0.113045156
20048,0.16779645
24518,0.11404247
22045,0.11240943
31672,0.11706916
22965,0.11101651
6647,0.16388528
6176,0.12093048
27649,0.15075089
12261,0.14287345
20735,0.12961873
25077,0.12921189
10140,0.14732933
12695,0.13893169
6386,0.13205798
11522,0.15149917
28789,0.11030336
19832,0.16807836
19997,0.119173
27956,0.18211946
32191,0.11321585
15776,0.20274329
25760,0.14163119
25144,0.12973382
4464,0.14428966
29350,0.11013454
13250,0.111204885
3048,0.13950893
10148,0.14381635
23024,0.13436924
24580,0.110578105
21106,0.111414626
2067,0.17858386
25865,0.20040038
10076,0.21410786
5893,0.11004061
16933,0.11182912
17219,0.118109815
4691,0.20854487
18462,0.12789387
24046,0.15901347
1693,0.111690454
21608,0.13793258
16197,0.15947166
8541,0.111263126
3755,0.12372109
28866,0.16514042
6755,0.12433724
4021,0.12055223
7028,0.112114295
18597,0.11204441
13962,0.1271224
20565,0.19403963
21543,0.1287228
30911,0.11160439
22147,0.39903784
1373,0.12517288
11521,0.21369925
2372,0.111311644
19650,0.20643438
14856,0.124048084
14980,0.2553422
27212,0.11763829
11506,0.13253805
30391,0.11012573
16966,0.18825594
10978,0.11336786
15931,0.12723236
2959,0.12711473
5350,0.2751897
15904,0.11281952
3194,0.1104647
11200,0.11212462
28159,0.12112315
25165,0.17224781
26471,0.11741619
28976,0.13411194
12374,0.11089137
1235,0.112077065
13010,0.11977597
31759,0.11232094
1653,0.22519048
22457,0.29041258
32170,0.16493562
6286,0.111377716
30786,0.13124296
20770,0.11877336
29294,0.11157384
13134,0.19645631
17021,0.12117762
17210,0.11019858
32326,0.11247841
17711,0.19129421
22659,0.11990477
7115,0.12837584
12259,0.12979499
7700,0.16546324
1649,0.16463974
20415,0.16525707
15017,0.11259678
21844,0.114400566
7648,0.120160244
1983,0.13931301
23507,0.119083375
18656,0.2397109
21228,0.11752749
25480,0.11079275
17448,0.11699637
18510,0.12103432
25386,0.16993138
1149,0.15990749
18867,0.18502212
30942,0.15668225
12065,0.12741925
25672,0.11065175
32539,0.13408847
29408,0.14382328
24636,0.42118746
26340,0.111317575
11337,0.28167424
25136,0.11007547
23026,0.19643988
22374,0.2700358
21409,0.14869237
21440,0.12823969
24116,0.14254057
15884,0.13111253
30403,0.40631557
11123,0.1443712
1213,0.11422612
7160,0.17406008
25120,0.15192471
23619,0.11858953
10108,0.13376339
12606,0.1148856
26612,0.11233167
7931,0.11050199
14851,0.19106214
24522,0.13645966
32089,0.17108499
5736,0.11785422
25953,0.11772148
25050,0.2706652
20697,0.11004061
29348,0.22069663
26590,0.122741416
18868,0.11487137
18457,0.1433482
27451,0.17093953
26307,0.14957559
24663,0.12336675
21066,0.111150436
6257,0.1298169
1984,0.17209806
20154,0.125631
10872,0.1201534
27442,0.12383223
15610,0.11115088
28594,0.116006486
62,0.17506668
0,0.50656575
3462,0.1699747
16511,0.12055702
19970,0.119214684
2144,0.11485301
5852,0.1423892
11606,0.14290081
32124,0.12856357
11079,0.113166325
16938,0.14403893
11726,0.1402508
14230,0.14691353
1028,0.11738856
15555,0.13805476
14012,0.21758671
6543,0.37688062
7524,0.11628764
4221,0.11059324
12806,0.21620913
3449,0.16713192
24403,0.113494486
31263,0.11871099
28419,0.27508432
14774,0.12761793
22277,0.14154775
22204,0.11299964
9367,0.14097872
21234,0.1304312
3954,0.33656582
8464,0.149617
8825,0.12332999
13496,0.11699065
24355,0.13386755
5321,0.11927641
26494,0.15009214
6194,0.14901526
27784,0.11040149
24330,0.13641691
14071,0.11420111
1416,0.13773571
11719,0.26812837
26593,0.1159487
11187,0.11412277
29812,0.1968618
11490,0.202049
19860,0.14198308
1486,0.1387191
27741,0.30722445
26313,0.11267466
1238,0.111061804
