,sex
19133,0.03299347
16534,0.03234374
28600,0.062375102
23272,0.032392062
28823,0.04903361
6978,0.030806065
30273,0.034879796
7589,0.026145926
31680,0.06216855
8069,0.04632617
21906,0.026153741
27445,0.02954369
6593,0.025631253
20468,0.026596926
3724,0.028047767
27533,0.12542874
32488,0.027987499
28475,0.03880667
1365,0.075546935
20084,0.028859805
24614,0.026235169
575,0.026667276
12957,0.02610115
22828,0.04114006
4442,0.026658434
13424,0.033186838
23526,0.0337349
26093,0.026058417
26565,0.09626818
2065,0.05275142
20290,0.039129943
5061,0.030903399
1859,0.03911145
509,0.032555923
20111,0.028728267
20032,0.0286489
7639,0.026026709
31907,0.068741396
32014,0.034064665
17240,0.027052252
13381,0.043549545
19312,0.025821382
2697,0.034028213
17166,0.025608229
25277,0.028347744
11846,0.025613973
18737,0.029290536
25995,0.05292046
13872,0.026932219
29146,0.028373927
14058,0.034904845
902,0.06723778
6501,0.025818838
21707,0.1179595
513,0.027317679
14884,0.026846632
26476,0.029066745
3501,0.026809487
5652,0.062438253
8443,0.02585977
2915,0.038871996
5888,0.02925766
1601,0.039625343
2338,0.059360918
3157,0.03898765
26752,0.026133398
12227,0.034339562
31519,0.055421237
27269,0.028107837
9317,0.033315532
31937,0.025689507
21327,0.04305002
21373,0.025627922
12793,0.03050025
16008,0.026369115
21547,0.025629977
15783,0.02562641
7719,0.031038867
30813,0.026838116
13838,0.032957014
3821,0.026415128
18377,0.05075457
7088,0.028891306
12613,0.055712
21239,0.04368495
25960,0.028312245
1568,0.033539537
3012,0.047834482
26852,0.054971684
4309,0.02572921
25666,0.035579517
12637,0.025651528
23310,0.025781436
28057,0.025789775
26993,0.026971798
11180,0.029400814
3290,0.028587928
23035,0.03300794
17255,0.029685756
810,0.031410024
3714,0.025609592
224,0.03339862
22643,0.028975539
31761,0.037444223
18334,0.027118793
3018,0.033103812
29063,0.0293874
8885,0.02689948
14233,0.026420299
3261,0.030733468
28048,0.041882183
31167,0.02586106
24004,0.037284058
17954,0.025996549
20623,0.040098585
13282,0.02763611
19791,0.060555797
19154,0.025625682
15050,0.02689675
28848,0.057899226
27013,0.02568718
7591,0.052566886
25213,0.028134568
23375,0.025618365
12309,0.02715114
3511,0.038569976
7819,0.025714563
12357,0.027828638
20179,0.025634918
30553,0.032290727
31415,0.04538908
14003,0.02983618
1535,0.03759335
2878,0.031394605
5140,0.03902784
9464,0.026971878
9913,0.06417142
3652,0.026233582
19263,0.02729843
6340,0.026049491
27295,0.03429395
18917,0.02574244
12369,0.027522156
13724,0.029968102
16164,0.028156402
28037,0.025929507
23755,0.091340795
11935,0.06028357
5714,0.031744216
10036,0.06018637
26091,0.025682958
28480,0.0303926
6812,0.027486425
14786,0.031663034
24698,0.12372279
23586,0.029110149
8797,0.02561929
27282,0.025828738
31712,0.026496416
25703,0.05203528
21737,0.13833408
21958,0.025778424
19070,0.08890438
245,0.026312435
5483,0.026091652
5324,0.029512664
26618,0.05051525
17792,0.02679235
308,0.025655938
29307,0.034647103
22070,0.02916808
26000,0.05758157
32024,0.03486754
8165,0.0257535
11068,0.088850245
7201,0.025977846
16266,0.16690144
28406,0.02642314
59,0.05118686
12248,0.039568625
7260,0.047648814
17537,0.030365244
22434,0.026466342
27683,0.028784674
31299,0.03968672
333,0.084483065
19845,0.055309992
17762,0.027309693
11717,0.027221328
10459,0.025618592
1870,0.03776305
22375,0.026225666
25680,0.058755785
6536,0.07082029
16124,0.045687776
12715,0.026129337
1419,0.028392147
31842,0.05821794
20239,0.026283517
2205,0.047256675
11074,0.028457617
19973,0.0277165
8939,0.026002686
13477,0.031784263
17481,0.04040231
13555,0.04060279
9563,0.03576432
17767,0.07534063
12802,0.026761862
11740,0.0527174
1205,0.027206039
22334,0.027392661
22941,0.026475616
26744,0.10560808
32336,0.034748632
29281,0.059807
6195,0.02591516
10062,0.025674868
6839,0.032975942
5625,0.027413683
8542,0.02619358
9629,0.03071628
3043,0.033577833
26207,0.028787162
23323,0.046009056
27346,0.025797768
25661,0.025842607
23547,0.03177207
21471,0.027725402
30677,0.029235741
21478,0.032320738
1187,0.026539521
21219,0.025749227
28756,0.06434047
31495,0.02730276
24774,0.02608315
28571,0.044445757
11403,0.03443452
22156,0.088953815
32515,0.026985995
17525,0.044770952
19153,0.043492965
17894,0.026145125
10325,0.033536714
9644,0.050944448
17038,0.030673608
26183,0.025601994
3717,0.027711023
17754,0.026452137
1144,0.025854534
23050,0.027549697
13175,0.042891063
4630,0.06310878
30750,0.027050834
1158,0.040743466
29196,0.035586957
32118,0.027802646
25191,0.09357395
7738,0.04132915
25981,0.034943677
3882,0.07358513
29288,0.03825623
21775,0.1052544
25231,0.027499845
24313,0.03564988
22882,0.027303226
4807,0.07349518
17204,0.027403254
2946,0.029275218
10930,0.026161825
7603,0.032751895
19064,0.026422497
22583,0.025879377
18358,0.064180814
30691,0.03962825
10221,0.027117517
5318,0.026766935
15637,0.036072176
28009,0.044525787
4205,0.069290884
9068,0.032904375
9822,0.029478991
24792,0.07547544
5030,0.025938721
31546,0.039964534
13363,0.025607258
23992,0.0319913
3728,0.027955037
2966,0.030487852
12367,0.027175367
16794,0.029192585
743,0.028051158
18247,0.13638633
21574,0.13560827
13610,0.03294438
25702,0.027777253
27668,0.02569322
19499,0.030893605
13108,0.03280684
11178,0.025603909
12255,0.028709631
22827,0.02561493
30425,0.045156464
9392,0.027634306
7021,0.07857337
95,0.029391754
6279,0.0846918
14946,0.032631267
27101,0.03369299
20340,0.029967297
24085,0.04231643
17827,0.03470795
962,0.029425198
18833,0.02727614
16657,0.027952876
25791,0.02567062
26068,0.03069688
30822,0.08087296
22170,0.03438101
24854,0.026197836
9263,0.042900108
19912,0.0999764
24308,0.046783853
24017,0.056385648
15062,0.03195503
18962,0.038895417
12052,0.036332525
2621,0.026638467
8645,0.06997961
28850,0.027018989
27244,0.02713958
25770,0.0256534
13259,0.030938618
3582,0.060342062
16641,0.028894566
3295,0.026656559
23977,0.026574368
4401,0.025666693
19983,0.0446271
16722,0.025643902
2403,0.04253345
23084,0.029011523
15554,0.03409598
9070,0.02618291
14034,0.0276508
24469,0.029079685
11342,0.0338573
9069,0.02591516
11416,0.044586655
410,0.030671708
20165,0.035318777
29400,0.047337625
30738,0.027206266
12795,0.033145443
12129,0.057982463
16068,0.07256086
27585,0.031230241
23672,0.031363793
16649,0.031897847
24655,0.044408347
30489,0.046330914
8965,0.0324164
31602,0.03457597
15322,0.044040635
30602,0.027343718
4041,0.06920406
1654,0.040570594
30700,0.033581175
31318,0.025641251
20573,0.033529658
26898,0.034370303
10511,0.032077003
12283,0.027625734
9198,0.05789561
20899,0.05773931
23243,0.033762634
29336,0.034004882
11598,0.060203202
21531,0.034925364
10101,0.02579326
1135,0.02817024
29843,0.027649932
21622,0.08707819
6491,0.02605998
10790,0.035626035
26848,0.02716342
9547,0.027260091
22558,0.027596079
26773,0.027617656
10071,0.02656773
11811,0.03633455
9934,0.034356467
11758,0.030714847
30846,0.025909623
31217,0.02563664
22492,0.028960517
24220,0.03040551
32512,0.025612628
20018,0.084082365
24189,0.026386568
8251,0.03686043
6306,0.027602477
27452,0.040571988
9355,0.028659988
2458,0.031190379
11544,0.0734241
5217,0.028667593
30076,0.03180137
9463,0.025707979
11879,0.049926694
8861,0.02609972
28886,0.030108165
22376,0.07099663
11242,0.026520034
25071,0.030278444
12628,0.08785369
3472,0.030943075
10206,0.026771653
4680,0.06130992
10924,0.025635634
18423,0.025935957
9043,0.03865457
29973,0.026693856
30078,0.029695634
23278,0.07804422
13914,0.0630454
610,0.029704925
7946,0.027386695
5723,0.040942702
6518,0.026858494
5351,0.02790124
643,0.027795684
1464,0.028972441
21855,0.028963597
17151,0.025892776
21610,0.026250659
25488,0.025728893
14477,0.02589816
5333,0.11778989
26043,0.03777354
11307,0.02618258
13797,0.04515237
24095,0.025756601
6545,0.02564573
5088,0.21147005
26452,0.034067936
13130,0.034854196
6270,0.04000173
22233,0.025754027
21506,0.025660276
23682,0.026097385
14509,0.06428736
22678,0.033388764
30317,0.04189414
25018,0.026977483
20094,0.025603045
360,0.033854004
29163,0.026855217
17564,0.025628248
2199,0.055019308
20453,0.04057763
6871,0.02807491
29319,0.02582757
10505,0.029901905
7944,0.03396331
21837,0.04072625
28540,0.0697464
12461,0.025862094
11147,0.049984183
21745,0.033186838
1522,0.03135831
22850,0.03601196
21549,0.027378293
3496,0.032639276
28263,0.027307158
26465,0.025604457
20149,0.02562625
24660,0.02716608
21317,0.026693286
29093,0.04312671
30743,0.02594406
14865,0.027177822
3375,0.028010989
24865,0.05597868
8842,0.025655994
16971,0.02604918
20416,0.02663891
18985,0.035225365
11578,0.15144227
28846,0.0353785
27917,0.029229542
14054,0.025634358
30289,0.02596573
13852,0.044323873
15786,0.029077826
26171,0.06004591
18282,0.026153507
16624,0.03257593
1760,0.03079776
25608,0.0269831
18726,0.027043289
3560,0.026085269
12596,0.027904954
20391,0.039526407
14320,0.036748763
24111,0.05427122
21394,0.0258334
10008,0.055113904
22895,0.04380207
29152,0.03235885
24651,0.026818749
22465,0.0479669
4038,0.08604831
29237,0.037736665
19930,0.03168488
9618,0.06344795
4505,0.027551888
14171,0.027859826
12804,0.081310324
26554,0.052133605
22435,0.06015814
5473,0.05653082
7013,0.086610004
2799,0.028107764
2235,0.036550764
5716,0.09470866
3168,0.030999433
8298,0.07190039
18903,0.02951051
31780,0.02688335
7702,0.025791798
28414,0.039059557
20999,0.033066247
17555,0.03219672
16439,0.026328716
14647,0.06066347
22791,0.03224804
5689,0.029059041
14127,0.033474583
15134,0.025927564
18488,0.04074156
25988,0.025790084
10834,0.02652548
4024,0.053244386
27885,0.026909519
10621,0.028088395
7018,0.05555954
12151,0.027918937
1748,0.031044245
26888,0.11145861
29361,0.030790979
584,0.03673975
24630,0.026156345
5011,0.037794713
1928,0.03291334
31620,0.07445884
10836,0.044185236
6170,0.034830783
24773,0.031009078
12403,0.04527408
18189,0.028547721
6466,0.030856254
7093,0.025616439
1020,0.04731018
1533,0.026036063
483,0.02584827
8626,0.07721427
707,0.026744567
2712,0.039413895
4337,0.026833227
13812,0.033656374
14200,0.027274007
25952,0.03272513
577,0.026823886
9804,0.025703162
16895,0.03437614
6667,0.027229244
4914,0.026247676
29468,0.03202079
3947,0.028495586
20747,0.025990507
11674,0.035017353
11830,0.025984889
23560,0.030691983
7661,0.026616931
1624,0.02698075
16518,0.03008286
24187,0.030869225
25110,0.025632078
1576,0.037059
8527,0.025974343
19454,0.02983617
6232,0.13271165
29040,0.02675021
31708,0.036973212
20068,0.066713095
16778,0.035625715
2112,0.036781505
7356,0.04546485
15917,0.119558364
24283,0.026301067
30709,0.027475093
3479,0.032521196
13278,0.025933491
7458,0.041140907
10438,0.034680597
23192,0.025693899
3615,0.03566741
2003,0.065653525
11379,0.025652485
21184,0.029069226
31303,0.028085994
18382,0.059448257
21593,0.048853923
19443,0.071930036
12837,0.080595925
20663,0.034925364
27591,0.025927316
11614,0.025775015
28515,0.053088058
5562,0.028076071
28433,0.025685778
697,0.027833309
6045,0.03308323
27770,0.02815426
631,0.02662755
12344,0.035244547
21221,0.027385237
4767,0.02569672
17286,0.032172862
15962,0.025604885
11967,0.027022434
18150,0.03393835
18866,0.02562238
4600,0.18841399
23395,0.02789076
3817,0.032373235
32301,0.025719682
13552,0.033379123
8018,0.026262213
13624,0.03027493
7290,0.025908897
9995,0.025642745
3264,0.02651237
12073,0.026717275
17828,0.09497526
32453,0.033784073
3388,0.02658617
3310,0.030889943
29578,0.030560974
13079,0.026233414
12843,0.062414695
31270,0.043548726
27387,0.04492266
11902,0.025601942
5709,0.025667097
17460,0.057175368
18417,0.026624504
11436,0.027437706
30020,0.025912035
15031,0.025702687
24169,0.025608864
2498,0.028025474
22968,0.028756699
5760,0.025917696
5502,0.026435047
28835,0.11358308
28766,0.025629597
20904,0.028969483
22670,0.06738316
1199,0.026167808
29835,0.025791798
1692,0.027338369
28435,0.026344694
1709,0.02598105
16145,0.031716604
32050,0.026825512
25557,0.045977198
8803,0.025670387
24709,0.049509447
30102,0.026369667
19617,0.028450798
20569,0.028907888
6621,0.025678948
19076,0.026164997
1608,0.03925563
20736,0.0462609
18197,0.055130128
13357,0.035458926
20967,0.026565436
3015,0.026267275
23592,0.104565136
2988,0.02909331
27231,0.025789827
4590,0.029793968
21149,0.0289354
24577,0.02737954
568,0.025619043
114,0.030712973
28170,0.0301937
25706,0.059708815
686,0.026707893
16098,0.051238365
24010,0.033971343
30671,0.035161093
21681,0.025618078
13972,0.025682036
30066,0.025619527
29952,0.044551916
14782,0.053497266
16010,0.029851945
11193,0.02568975
30199,0.03307101
14044,0.034852516
28610,0.030132674
19575,0.026288852
6144,0.025855944
838,0.026914343
29254,0.025695782
6524,0.025620228
29226,0.037945546
23484,0.027941594
415,0.028288975
23523,0.040465083
14848,0.02580309
6874,0.055758227
20318,0.030958425
31383,0.028416742
17768,0.09474777
17780,0.026177723
24971,0.07024722
7655,0.028751066
28684,0.031123461
1432,0.025874125
10615,0.030978072
14603,0.027741196
28070,0.033046152
26165,0.035368912
242,0.02628012
20257,0.027498404
11160,0.03235889
31950,0.030667773
13822,0.031017689
9977,0.030366972
12584,0.027445208
4376,0.22630471
16084,0.027142055
15056,0.026376609
19568,0.025687361
18786,0.03203932
11013,0.027520113
4271,0.030571708
5835,0.028591212
23662,0.031631544
21456,0.026095659
20838,0.029173642
8703,0.028492572
9129,0.080372855
24988,0.026952306
28722,0.19417958
13991,0.04856304
17549,0.030667773
13427,0.026014764
26784,0.0678545
7864,0.02575117
26393,0.039078042
1186,0.02560179
23081,0.059049487
7675,0.05472075
23409,0.025929507
20326,0.02846508
29205,0.031300586
15425,0.02571876
9938,0.029349862
24049,0.041766923
27255,0.062742226
14727,0.025636021
13462,0.059807
3468,0.025761489
23142,0.0266954
8882,0.030858349
22825,0.044897813
12568,0.037688583
24878,0.032897167
26976,0.027475253
25457,0.026058832
3837,0.029752381
25777,0.033518635
300,0.038150407
11107,0.1948129
9504,0.028658913
24711,0.026219705
28491,0.025714034
6781,0.026101658
1194,0.026440937
19651,0.03270257
1712,0.047373664
5862,0.02656651
27068,0.03089544
23999,0.025867295
1900,0.051304583
15593,0.026127668
26835,0.028561573
10915,0.02956469
3078,0.055943254
21796,0.052837282
26243,0.03525987
16797,0.040616825
9270,0.025681006
9478,0.02741775
10316,0.049816698
6891,0.032611825
20199,0.025972582
15860,0.062386163
68,0.026053876
30274,0.026200825
22268,0.02681668
1066,0.025661299
31580,0.036623515
24197,0.025954844
673,0.026846064
4279,0.05362159
14535,0.025972921
18119,0.027253665
28052,0.098972425
30555,0.032203656
1982,0.03998433
16906,0.025785344
24742,0.028190073
31185,0.057903666
19240,0.025628004
6798,0.02673768
24202,0.04215095
16085,0.037291337
10826,0.029562341
31892,0.03678101
977,0.027014943
24023,0.030331848
21161,0.06390024
13604,0.028674131
28967,0.026970424
6735,0.026219893
4701,0.026837515
8149,0.028934972
24398,0.031531855
17911,0.071394116
7001,0.02571584
28738,0.030497627
22430,0.03452417
25267,0.057080507
6096,0.025604416
11558,0.025714563
15137,0.025642417
29840,0.040727682
7376,0.036511227
8280,0.026440281
3801,0.028061109
5614,0.026813192
22654,0.026882324
13143,0.02825102
22234,0.027118793
10049,0.025614562
841,0.026866566
17365,0.047581676
30626,0.029820086
23613,0.025752163
31465,0.09817666
6423,0.026005602
7547,0.06592161
4365,0.028921446
13332,0.026185265
4778,0.025997961
16525,0.027441826
3458,0.03421582
6897,0.030187914
14326,0.026153525
22348,0.04751031
21249,0.0266829
2305,0.029109033
14930,0.025929926
5896,0.028557442
13400,0.030080942
32205,0.025655938
19897,0.07583893
14857,0.0312429
29821,0.04289614
13213,0.02637709
24922,0.026974928
13328,0.036152527
21812,0.02852441
22294,0.029854866
4779,0.033687275
11287,0.02734639
17873,0.054961015
22153,0.026802938
15915,0.061591007
31961,0.03657747
15117,0.025927817
21505,0.030642191
30441,0.14911653
21090,0.03274641
1835,0.038900852
16826,0.04324437
1887,0.036948163
7861,0.043329917
31796,0.02984084
31877,0.07077065
16180,0.05431647
11898,0.032236233
13578,0.02913937
23912,0.07304338
2438,0.047556467
817,0.03138617
2677,0.038401987
6705,0.027997032
17512,0.031836864
2392,0.033739552
4373,0.027572135
26450,0.026441991
27832,0.029485242
5728,0.029326493
3576,0.03149355
12739,0.041016802
2493,0.04742582
4516,0.027391728
27564,0.08467556
2796,0.042019833
20844,0.035008237
13457,0.03442371
72,0.028894933
9594,0.032158736
13002,0.0266638
29302,0.030811172
1325,0.025781207
26959,0.025907863
22215,0.033452086
24590,0.06312627
14667,0.028686669
14216,0.026483716
26562,0.08673805
20137,0.025602026
24172,0.033275932
19068,0.027325984
25910,0.055713642
28099,0.029152175
23194,0.025619527
20680,0.026022146
14161,0.05485137
30153,0.033852164
29108,0.029513717
10372,0.034604814
19618,0.03901425
17191,0.032066878
1821,0.036445435
25856,0.037196428
15274,0.02951605
11597,0.040523477
8174,0.027329957
3497,0.029844008
17596,0.027752824
2725,0.039734393
8956,0.03176234
21831,0.032382064
9326,0.0299048
18513,0.025902398
18717,0.026358452
7806,0.030511305
23428,0.0294221
10105,0.035143368
2609,0.02965248
6338,0.037862085
16083,0.029250504
11071,0.037563987
10249,0.025997153
10339,0.036783334
30487,0.03625332
13538,0.036305852
6747,0.034622706
32357,0.028981565
10620,0.033064805
4487,0.069266394
9262,0.02611302
31274,0.03179593
20549,0.05622217
12189,0.027861184
711,0.025712417
724,0.03805686
25887,0.036043297
31560,0.032614976
12426,0.027608851
15002,0.041035093
4462,0.03565121
921,0.035515655
1394,0.025991064
4328,0.030019503
7073,0.029690308
28713,0.027594104
7586,0.031444844
16922,0.026977897
580,0.03149791
17307,0.037441995
22123,0.025602384
15725,0.05450222
22628,0.030847734
3672,0.027249152
21338,0.09785916
4222,0.048453066
30291,0.025623694
22747,0.03398373
24429,0.026291294
3633,0.02598127
5063,0.032596245
19473,0.042721953
21240,0.08745606
17720,0.027930683
8465,0.028801827
23403,0.04316802
7562,0.028084328
19013,0.027327899
16333,0.053970035
9786,0.025601717
19297,0.025977846
31475,0.031128116
20367,0.048159502
3171,0.10143133
23909,0.025601728
12827,0.04124533
15736,0.029111432
24193,0.025601735
18409,0.028096933
18388,0.027658768
5846,0.02560556
12740,0.02980358
837,0.026096921
15759,0.030594066
19279,0.028090624
3887,0.027361387
22229,0.02607386
30654,0.052268412
26757,0.04042762
1694,0.036922123
8829,0.03354722
6544,0.025647048
4005,0.028736224
28422,0.025795566
29349,0.030691005
31452,0.0291017
30810,0.025622655
25485,0.041280515
13048,0.099987246
2237,0.031756055
8146,0.03135466
20678,0.030248169
23434,0.026667276
20518,0.025604783
25796,0.025606502
31326,0.0332899
8423,0.02581613
5721,0.026597263
15518,0.027872302
10455,0.07038057
29131,0.025655173
22904,0.030520847
22910,0.05571662
8406,0.03270458
8608,0.027662434
22611,0.035901397
9167,0.07813807
14723,0.026681772
6490,0.026012592
12896,0.046829805
25161,0.025632983
15730,0.032459345
16171,0.026353445
26932,0.02724482
22772,0.029111631
2312,0.036613096
27439,0.038945403
22888,0.07557179
19032,0.032310836
22589,0.03242475
25837,0.030433513
18392,0.02847901
23844,0.033269733
29515,0.027086753
18308,0.031288065
12898,0.03403313
4842,0.032216627
24605,0.026088145
30129,0.03160707
10240,0.030388994
23704,0.052388072
14361,0.025630781
4094,0.025753623
23397,0.028416282
26707,0.031007066
32209,0.028159428
32342,0.028175753
20615,0.025681052
3531,0.04169405
21014,0.025906425
22529,0.0289221
16257,0.031905573
24373,0.02753635
26125,0.03300732
30559,0.042128067
27173,0.062191334
1732,0.058258265
31228,0.029766863
6973,0.027667563
11040,0.025601922
20775,0.02560193
13540,0.027708286
3894,0.03149886
8404,0.026506634
28588,0.025701065
1458,0.06709905
10863,0.03374533
31804,0.031873338
11135,0.026478019
25514,0.027334824
29485,0.026364835
7921,0.038910273
11266,0.053229358
27846,0.026085632
25128,0.028777843
27704,0.06299154
8607,0.03127757
18399,0.0336108
13835,0.025968522
10920,0.030283632
9659,0.026986811
5792,0.05545895
2301,0.037482385
28345,0.032567386
28237,0.027324075
9442,0.06289411
379,0.029111758
18001,0.03280291
3950,0.07453519
10815,0.02705889
17583,0.025723515
19355,0.025618553
4124,0.02618952
8611,0.02610331
21146,0.08619229
4509,0.026444199
9119,0.07314452
31636,0.03240661
7185,0.030245999
30882,0.048382837
10425,0.05545518
399,0.035692673
22496,0.027805818
21370,0.06884188
17475,0.025714645
16242,0.028939344
2503,0.027837263
8059,0.044550013
23070,0.026842676
9770,0.027856385
28049,0.06957201
11038,0.03149365
13243,0.039798677
27104,0.028033115
7541,0.027509099
27792,0.025738053
19513,0.025712797
15584,0.06964896
17080,0.026661405
25288,0.027902806
30246,0.02563527
467,0.026480336
15191,0.033305608
13800,0.025604844
21678,0.029616982
31049,0.039057318
11352,0.15777878
15461,0.043984935
7782,0.032479927
8623,0.032440897
28906,0.034078885
407,0.035553604
8994,0.02688654
19677,0.03492372
29142,0.025603326
8843,0.028369311
177,0.05775068
8195,0.026653655
24884,0.031357467
23832,0.025874179
21501,0.035899486
295,0.07221524
32072,0.043338586
26051,0.07247608
20816,0.05435219
22451,0.034730714
24716,0.026075859
9888,0.026343646
20521,0.038217794
8576,0.025605088
28256,0.032153696
24554,0.031656325
16185,0.042244833
3570,0.037073284
18941,0.027910452
4049,0.03214333
30376,0.026130794
8588,0.028965417
19351,0.026078196
22485,0.053365275
24387,0.052548215
29549,0.028620752
420,0.027273847
19928,0.030173674
7958,0.025604013
2474,0.033607718
14234,0.026501175
20487,0.026478343
11933,0.030279255
31967,0.025633067
21704,0.026658816
10947,0.030792007
18137,0.03529099
2640,0.03304526
28077,0.035498604
14661,0.026805783
31511,0.028190983
14564,0.036033753
12377,0.025715156
87,0.02561087
20105,0.030487925
31377,0.0560224
17185,0.03132224
479,0.032340184
30993,0.026138883
31497,0.0339621
22716,0.02621922
24768,0.031829715
17986,0.03293777
11098,0.03333688
2483,0.03575917
13115,0.035805695
15692,0.028379776
17867,0.02609528
13706,0.030724289
31881,0.037251394
10909,0.036028124
23918,0.087879926
6415,0.02935884
13260,0.02646494
31543,0.042727802
29602,0.028395401
7621,0.027454766
906,0.03594976
31563,0.046325043
29919,0.02577167
32424,0.025647795
27702,0.030047134
15895,0.030603945
32049,0.025721975
24524,0.050558835
15010,0.030639881
29691,0.028218323
19078,0.028026927
15273,0.05802845
2381,0.048550535
27977,0.027906189
11417,0.025768291
14630,0.06295107
110,0.029301148
15800,0.038601957
19560,0.02628012
24523,0.029249141
5921,0.026172278
16189,0.027916336
842,0.025613334
9345,0.025646146
9708,0.047908492
29828,0.02836248
21091,0.036186334
10061,0.02761525
16342,0.034348346
8582,0.027488612
25883,0.027382407
20123,0.025924765
16432,0.028756484
3912,0.02634845
1430,0.032557458
2529,0.039845303
25035,0.028039683
9421,0.030577553
22953,0.027587036
7646,0.025684962
2326,0.038119096
32095,0.027492123
