,sex
14065,0.1106367
19998,0.12914519
9373,0.1105145
27405,0.120999284
32001,0.13979898
4159,0.15664254
16909,0.1201218
25296,0.11352748
6603,0.16692927
9213,0.13019821
23461,0.11112136
6307,0.13551866
25900,0.11849418
28301,0.15617245
9526,0.11061343
26026,0.13426216
10901,0.23966117
17403,0.1173587
14657,0.15547751
30119,0.12539297
10867,0.1503171
17505,0.14008121
20723,0.110147074
31029,0.11133342
925,0.122825556
1362,0.1112172
13271,0.12493432
26107,0.15768577
19949,0.13399722
1166,0.25926206
13734,0.13384567
21609,0.17847078
28001,0.20687072
18168,0.28689435
13356,0.16724908
19854,0.13966075
25750,0.11476976
27906,0.1478946
15022,0.19045773
19805,0.15899934
11642,0.11091744
5936,0.23092815
6421,0.15751792
20639,0.20325007
6660,0.11839588
6677,0.12377449
31050,0.13568221
11099,0.11013783
29010,0.15316288
31825,0.15839927
24314,0.15454927
4290,0.11160477
14601,0.14338186
2927,0.16133894
14808,0.11700724
14979,0.1445415
4591,0.11024572
23797,0.21722503
586,0.20215833
22957,0.11570019
31018,0.15130967
18651,0.14896224
29279,0.13445711
31092,0.1594466
13592,0.28098652
13459,0.19282149
18027,0.112558216
18079,0.12599412
4407,0.26063678
29947,0.11137847
21068,0.1394693
16148,0.12175255
12810,0.2528084
20188,0.13776931
13632,0.11206515
14907,0.120055504
20446,0.3632854
13954,0.117156066
9361,0.15237904
18342,0.1402058
21019,0.13838701
31522,0.11079332
29779,0.1422629
26689,0.12098704
13825,0.22509252
3872,0.2628969
10953,0.13372257
3611,0.12731068
19871,0.30543512
17689,0.114311844
12865,0.13062201
30921,0.113513485
8410,0.298299
19365,0.13109724
11224,0.28740335
14192,0.1236883
25104,0.22616187
20665,0.11420591
10812,0.155655
18644,0.12564734
3941,0.15779316
17557,0.13432394
9796,0.2053944
30938,0.12664023
14612,0.25899273
29422,0.111972205
6808,0.11040388
17584,0.1744782
22835,0.26162136
12267,0.13752021
31356,0.13896403
14020,0.12952329
2349,0.11098234
13676,0.12561895
8828,0.11345834
8810,0.33219936
19186,0.14599814
17099,0.12883896
13267,0.121257015
25762,0.115049265
20532,0.13429905
11333,0.26029646
2109,0.1377724
24054,0.117237695
18143,0.15709631
31106,0.17390999
6549,0.114025585
12667,0.11065729
2189,0.15204869
29343,0.11589856
2816,0.13354853
12017,0.1552621
22468,0.22550799
18010,0.1282575
22472,0.14677788
4585,0.11222057
11191,0.11266084
23245,0.14631428
25872,0.14325339
4417,0.13545683
31533,0.14308248
17265,0.11089885
17838,0.11151556
16319,0.111682236
16338,0.2924699
23361,0.3703124
13687,0.116982765
17161,0.539554
3062,0.1541163
23972,0.110231556
25160,0.40427837
2247,0.1283801
6357,0.118051335
12604,0.114476025
30399,0.38605332
4714,0.12498629
20488,0.12619331
22768,0.1359128
7003,0.27755228
13530,0.14360128
7482,0.12630883
28883,0.13375789
26717,0.15330598
14514,0.12128203
18398,0.14844659
18553,0.23003486
21298,0.113789804
30707,0.18628585
29335,0.15934306
21227,0.11274284
14503,0.18634553
25631,0.12179642
21845,0.111149676
2146,0.16255829
31625,0.13306268
20846,0.16568376
17906,0.110355854
20795,0.14447157
25636,0.14439045
7858,0.11031582
16936,0.17578782
19646,0.1206426
32285,0.1344851
24238,0.15369606
7791,0.1435219
32470,0.12908126
28537,0.17866556
16111,0.1429331
2910,0.1486001
6405,0.11011049
15242,0.13200097
17148,0.13468452
4139,0.11889353
24744,0.11018395
14813,0.19017988
6756,0.14720352
28494,0.11519349
2182,0.18206902
23338,0.115084104
25869,0.18075842
14600,0.121792704
20041,0.119309716
17367,0.20032395
18021,0.2061031
32053,0.123949595
19144,0.13859665
21661,0.15724494
16155,0.11253761
23431,0.14974003
21433,0.11256511
23859,0.15627274
8896,0.11704032
8064,0.11086156
4863,0.12857763
21122,0.14054877
15631,0.1544611
27525,0.206015
19286,0.16373466
20638,0.11614818
22437,0.11059667
9055,0.120755225
21529,0.120644815
32518,0.11211133
8497,0.36522225
15016,0.1408136
6715,0.11616008
18801,0.11549827
27561,0.13065138
20869,0.14002535
20956,0.2009146
23534,0.11345774
6685,0.16493645
15333,0.11017872
6225,0.19500545
2315,0.12037987
23277,0.11311211
11269,0.1365635
7877,0.2684482
18572,0.14721815
4013,0.11230215
21258,0.12303369
8887,0.11570524
18937,0.111291885
18506,0.17152542
12887,0.16033754
31873,0.13434602
31635,0.11021275
23379,0.12517236
12387,0.17449139
22333,0.16696808
4269,0.2161066
23564,0.11289828
20486,0.11800208
10540,0.18180132
3540,0.15061614
9756,0.14586507
31693,0.11569675
18331,0.113465734
30328,0.14721815
15211,0.19188985
17499,0.18953668
21535,0.20807889
26702,0.18885908
30222,0.13242678
14533,0.13193198
20483,0.16095231
17190,0.13610008
19755,0.2732425
12840,0.17402631
11843,0.11067662
4874,0.13440375
31,0.5762155
8287,0.15486084
18997,0.15974633
994,0.14004827
14493,0.13601105
30522,0.12475575
26328,0.19890071
17324,0.2284128
7658,0.18104635
11092,0.1196386
26696,0.1490066
1348,0.12337915
30112,0.11385553
18455,0.13341674
6161,0.14964971
31956,0.12889747
24632,0.23793623
6883,0.15263155
27094,0.16219895
27003,0.15082142
12986,0.1101274
25542,0.11039624
5995,0.12706006
6228,0.1531095
12556,0.11169076
9437,0.110244155
22459,0.16558304
15075,0.11473008
4169,0.22980513
26629,0.13610731
21742,0.17680497
13423,0.14496355
9529,0.25664723
2480,0.13030294
16345,0.11456318
18110,0.14107303
30915,0.11125391
24213,0.22320178
2997,0.16243196
27524,0.11236954
9195,0.11204431
9356,0.11092957
22377,0.14411768
19620,0.117108874
14405,0.13362242
27556,0.12511893
26771,0.22044237
31501,0.1123305
6486,0.19329864
8431,0.14116876
23013,0.15367289
11963,0.15953477
11764,0.15292335
29437,0.14991248
6510,0.12323186
17968,0.113887
4572,0.1775371
25311,0.2659644
5446,0.14221096
6674,0.11456213
25597,0.1116262
21841,0.21417008
32397,0.120775566
13726,0.11153507
20211,0.13110046
27918,0.38354188
17876,0.13167213
25767,0.23893686
18191,0.1848055
8104,0.1891291
10469,0.12260392
27673,0.11057938
9922,0.115215935
10294,0.18379444
21540,0.110343486
27889,0.13035385
27374,0.19422562
10242,0.2113606
11374,0.11834088
19387,0.15077282
29944,0.1221455
31476,0.20189048
19718,0.11956454
20578,0.11852139
5292,0.2733907
749,0.16165139
31156,0.15367289
22510,0.2666196
3209,0.12430104
1253,0.11088646
7466,0.120380625
1208,0.112434626
439,0.11154466
12010,0.34394878
6104,0.110354096
5593,0.19797288
23153,0.23917824
26291,0.14360128
23280,0.18791467
24753,0.15247323
22364,0.11500641
32020,0.12745404
12645,0.14673537
1096,0.22131564
29783,0.25864616
17659,0.11015101
2258,0.14406724
20930,0.11027139
30051,0.15664946
11286,0.14238454
15949,0.111880526
12441,0.1260246
27258,0.11012547
31679,0.16040033
16987,0.13366316
24679,0.11040454
21094,0.12044904
26323,0.23472714
28266,0.12580085
17834,0.15009402
24670,0.15930404
27980,0.11580288
28530,0.13149762
1488,0.12887844
19467,0.110435694
8187,0.11015267
16953,0.14870614
576,0.13248347
16306,0.21645091
14177,0.1413336
26778,0.17985377
20941,0.41252106
16457,0.3359818
2177,0.120882906
27287,0.12644947
6592,0.12293959
16785,0.11063199
11175,0.1760426
14532,0.11234421
4562,0.11579611
14176,0.12413435
6203,0.14307235
31462,0.13562131
6790,0.13396326
12788,0.1751483
8100,0.20984496
19920,0.15391271
25728,0.11154233
14569,0.12789457
19442,0.13373393
30157,0.21366656
15101,0.12713574
4453,0.110281356
15098,0.14836355
27107,0.20931138
8361,0.11794009
16728,0.13115934
16238,0.19488735
16051,0.26736245
28127,0.13621658
28968,0.111407265
29655,0.14768064
12520,0.1386649
10104,0.18461974
15923,0.12952195
5086,0.113956265
27303,0.13366108
9622,0.11128719
27441,0.12677673
30749,0.1101718
18704,0.18968442
15634,0.113482155
17498,0.12202361
21931,0.11134211
26119,0.124264546
3572,0.13010414
10957,0.16199976
11911,0.12066349
3434,0.11846269
20731,0.1109117
5059,0.5569558
31921,0.11634247
32132,0.14173327
9924,0.17330986
22598,0.192841
20069,0.13252385
10144,0.3550077
23698,0.1661025
18463,0.11038595
21285,0.1356608
9812,0.14025621
29661,0.16427025
20053,0.12140639
18307,0.16327637
8736,0.27690458
30342,0.110498
1258,0.61026293
6515,0.13522242
15628,0.1905081
5900,0.12576541
21805,0.11196678
28815,0.14631584
21971,0.19999908
31611,0.18425447
22597,0.13164975
27329,0.11200458
15570,0.112002134
142,0.26541284
6282,0.110375695
21270,0.11055032
16856,0.1105091
27688,0.11011071
14460,0.13258031
30493,0.11204203
12264,0.22700927
19742,0.134968
26064,0.21202928
12680,0.11032897
12660,0.1394481
11617,0.13599558
31087,0.11123885
29803,0.16182831
16424,0.15995362
18274,0.15398283
21273,0.1104202
2018,0.127208
5740,0.14264986
18894,0.11389311
21023,0.11317775
27422,0.11546812
16960,0.1476964
32294,0.12878282
32122,0.12418511
29061,0.11070773
7870,0.12868953
6930,0.1333991
7139,0.22509252
17579,0.20718531
13982,0.20839557
1354,0.1275634
18940,0.24245061
4934,0.112201266
8046,0.22247422
24671,0.21200301
9684,0.12404337
27300,0.15652716
5999,0.11247563
7216,0.12952903
17814,0.1102649
8918,0.4616879
28830,0.17267214
7285,0.123005584
6051,0.26050183
25061,0.13195077
17281,0.11448326
26591,0.12650725
11817,0.12503903
21928,0.11321663
15341,0.11627656
28268,0.110110864
14443,0.11023698
10084,0.12058919
16606,0.18656309
5371,0.16970119
2422,0.13313673
18053,0.122259974
25996,0.114626236
13614,0.13690598
32303,0.20299017
29080,0.14819257
10669,0.19176027
23487,0.114350624
8425,0.11098276
10722,0.11015529
28445,0.18520553
32141,0.1900645
6687,0.23597968
20301,0.19612624
28303,0.12612426
20271,0.15965053
8937,0.11285287
15303,0.17790762
22903,0.14064129
29888,0.14633158
20191,0.11060778
22050,0.13936636
5244,0.15152012
30467,0.15267418
17259,0.11025449
6065,0.13494739
42,0.16444825
13253,0.15384848
31714,0.112479195
19327,0.119708814
8289,0.14549781
27365,0.11024195
5811,0.13527554
12299,0.11276621
32223,0.20474647
13236,0.12965328
20761,0.15942372
9197,0.1468946
8764,0.12437499
17559,0.2631578
29817,0.1206703
10654,0.11571429
9059,0.110357836
16358,0.110596456
16930,0.11083943
8839,0.1175082
22048,0.13558993
30781,0.13103291
13075,0.16060996
8349,0.6190852
23786,0.11051573
22324,0.12051277
4074,0.18016972
14971,0.11980475
4356,0.11311276
6381,0.23409593
24057,0.20386094
16441,0.13229422
5743,0.1713283
24855,0.11036828
6678,0.18410066
8836,0.15391776
6097,0.12433932
22322,0.14277498
32173,0.11184905
21434,0.18068244
20990,0.11122912
5305,0.110764414
9049,0.11045636
25241,0.20198318
5617,0.159395
11152,0.11519862
29683,0.12103835
11316,0.14296606
11497,0.14151093
14487,0.11408517
25790,0.1153558
6448,0.16195568
9734,0.11294216
26815,0.11259504
29216,0.13870856
3948,0.12064549
29791,0.41091952
13088,0.11363293
16798,0.11022553
24511,0.13627161
14284,0.12418615
18251,0.11078303
9962,0.11011314
13101,0.15652594
10309,0.23453282
31223,0.11132776
7369,0.15041773
3795,0.12087927
4527,0.1251748
21092,0.16329256
21216,0.24853496
16533,0.12907432
20974,0.110184275
24353,0.117165186
17062,0.1452702
28250,0.11492976
27129,0.13342258
5303,0.119153164
6586,0.11175799
21763,0.13293947
7584,0.27096716
32405,0.121452816
293,0.1239902
26331,0.11148151
2728,0.120506704
12950,0.11017205
5416,0.18102157
19135,0.25579605
17084,0.14332235
6987,0.18068014
28557,0.110217035
12932,0.12946899
12011,0.212344
13693,0.17955963
6507,0.15238765
15199,0.110109694
8088,0.11014685
19382,0.36548638
2935,0.14206529
13220,0.12689696
8928,0.15277381
31770,0.13539565
7076,0.13791393
23826,0.322247
21818,0.11199497
12339,0.15237421
12610,0.24823701
23801,0.11056967
14943,0.12640297
27990,0.11019322
23812,0.14721815
15530,0.11018369
23246,0.11438611
17418,0.117284365
30887,0.22734189
17735,0.13756649
19244,0.11146842
3944,0.110431306
1217,0.12552902
11150,0.2560462
30031,0.12979956
28355,0.37531453
29106,0.27956477
10194,0.16362874
32230,0.15833962
12738,0.12693442
7881,0.23334445
15603,0.15191773
6143,0.11088779
6817,0.18023023
5848,0.175199
12304,0.13628918
10862,0.11593101
21947,0.1149319
1570,0.14842351
13679,0.31373444
4113,0.1121396
20136,0.15710409
7163,0.19856608
17034,0.39425662
4743,0.21367379
13702,0.13507909
3354,0.19183904
30005,0.23686758
14793,0.1666045
9109,0.13517158
13681,0.11815781
31615,0.19893968
23609,0.11062127
26434,0.11316462
28038,0.11137514
29428,0.12149882
18838,0.11405378
4192,0.24755351
4548,0.2510007
1305,0.21131805
28962,0.120481536
10418,0.32647935
9515,0.11900104
1838,0.15311337
23602,0.11125416
14682,0.25805575
9033,0.14937438
21809,0.42584193
7307,0.11729744
29725,0.17309985
4446,0.11492409
30856,0.13185796
20043,0.11069331
32254,0.11256417
10257,0.110920765
3376,0.12705684
1372,0.13757049
18469,0.12976262
4456,0.17988445
11134,0.13960837
27115,0.11016218
19066,0.11010977
28474,0.121743046
17104,0.11522934
16264,0.17667446
28224,0.21662149
27884,0.12219723
30343,0.22834611
19015,0.15367992
29518,0.15667352
23692,0.115280636
25955,0.32132795
17984,0.15322681
6993,0.13893121
12805,0.12607487
19819,0.42758667
4325,0.12228844
29092,0.14667134
18654,0.14274386
7872,0.17136618
26480,0.110374644
22464,0.11506745
7473,0.11041837
8290,0.23561916
11304,0.14151093
24420,0.13269302
15647,0.17647274
13814,0.11754575
30866,0.21624672
30990,0.23893686
623,0.11084453
14798,0.13487077
25243,0.13605128
27356,0.17189738
10037,0.19498032
5294,0.11936263
3772,0.25969276
12947,0.15813601
24851,0.11038774
15331,0.13711548
31096,0.14069276
6349,0.11754575
26348,0.13056667
8935,0.14612871
17878,0.30744383
1101,0.114290595
28974,0.17632684
5182,0.13732627
6231,0.3994685
5917,0.113134645
5916,0.46662346
23611,0.12346819
19804,0.11533324
4467,0.11081707
31867,0.14656402
25820,0.17767593
28963,0.12462918
3803,0.110114425
11061,0.11993424
10321,0.14301455
10606,0.22390041
25430,0.11139297
14447,0.11147775
30745,0.113799736
23300,0.13957201
26914,0.14460166
25363,0.27704334
31526,0.12383445
21175,0.16741562
28223,0.110445604
4649,0.12673724
8771,0.13029814
15803,0.11495485
5129,0.110161684
22913,0.12063987
1029,0.111267254
9483,0.12086898
13759,0.120897874
18235,0.110769905
24339,0.36686695
23292,0.12624747
12102,0.11069958
21167,0.11422666
18883,0.11073196
20780,0.15611395
9742,0.13081588
6827,0.11336646
25339,0.26608887
19044,0.17015037
32010,0.11530063
1333,0.11438498
1776,0.1987745
16822,0.11135706
7717,0.120157525
25721,0.1413745
30658,0.5747487
18874,0.14395434
10870,0.12389223
21509,0.1331101
8198,0.11409886
8039,0.1265112
24508,0.16499588
29793,0.11326451
30145,0.22550152
20582,0.11695116
6315,0.15245204
24612,0.18131284
28612,0.11210578
22471,0.111403786
16340,0.1918557
1157,0.25353727
26082,0.12637468
7270,0.112311706
4935,0.1142508
7551,0.13783313
14725,0.12442577
31700,0.11011121
1241,0.1224378
8854,0.16131426
16506,0.17008658
21213,0.25271624
17594,0.11011124
1254,0.1224378
23232,0.13155696
7496,0.11796297
20375,0.14523491
1455,0.1102766
25148,0.1335534
19706,0.17820969
27157,0.11386704
8268,0.11882151
1836,0.15285145
10274,0.13374668
16271,0.19442253
30327,0.11148649
27950,0.13157704
535,0.11049084
10607,0.12229559
12455,0.11434977
27944,0.14872913
15541,0.34952357
6348,0.14811246
18508,0.26768923
14229,0.3603147
9217,0.15511462
12796,0.13559873
26669,0.22420247
1264,0.118528366
25576,0.12512448
9349,0.14776824
27920,0.14740656
30043,0.11193567
24794,0.2070305
28570,0.11434655
19639,0.15106174
2938,0.12700644
8679,0.13853039
16602,0.12200277
6068,0.2821951
3245,0.18160145
18791,0.11480046
19591,0.14075023
24545,0.41060352
31548,0.120856486
21081,0.11017104
19003,0.1106788
12543,0.14988607
11124,0.11038173
18085,0.18194872
20439,0.16897778
20442,0.114110306
30568,0.16027528
21320,0.1410327
28161,0.11119282
27417,0.13206533
18561,0.11154841
10792,0.13510466
10818,0.12545992
15393,0.12924898
26497,0.116050646
22004,0.11022568
25848,0.117654964
13868,0.11021756
14452,0.29057115
7097,0.44405377
3187,0.16983731
27656,0.1181637
8550,0.24795453
2184,0.15478557
3487,0.11010986
22456,0.113515966
28604,0.38440052
25013,0.110967286
5833,0.12106962
13657,0.16085999
6053,0.2211596
14048,0.11026134
24477,0.20558518
22571,0.12268188
24693,0.110172346
27875,0.12152583
29576,0.2471577
11840,0.18533427
12789,0.12168468
18043,0.18202867
15865,0.15228178
30008,0.11187816
28078,0.121798195
19271,0.5482867
28812,0.13429834
31659,0.14607382
19219,0.123977415
23069,0.11811026
4230,0.13369787
7019,0.13492055
21514,0.18203628
18605,0.14155813
15943,0.11216116
17956,0.1337253
29869,0.12675232
26739,0.11930151
30490,0.11362673
15819,0.12977235
28655,0.15228178
20418,0.11077027
13768,0.13250653
11839,0.11307985
23517,0.11436457
27833,0.11206769
9037,0.11145621
10741,0.11835478
14560,0.124352224
21027,0.13149685
6639,0.12517846
10888,0.13377225
23850,0.13154024
8903,0.16232795
15145,0.12277234
6345,0.13467892
17017,0.2686396
21766,0.11822377
28964,0.11324388
20885,0.14804481
15731,0.1388341
25641,0.14430355
18861,0.11463329
4081,0.2093841
25423,0.1752565
23900,0.27362934
24153,0.17361449
16675,0.11111689
4750,0.13167623
4307,0.20526741
16240,0.11349635
27014,0.15290566
2675,0.15563442
10791,0.11924668
2522,0.17644134
7476,0.11666506
22058,0.119185954
18223,0.12039364
15258,0.11025807
22409,0.13315508
7259,0.111853346
31713,0.25652587
1803,0.12169443
8977,0.13406269
8350,0.11866607
18112,0.11074241
8899,0.13574381
6728,0.111087315
24520,0.17387784
17765,0.11382334
9026,0.15379994
3538,0.12445749
22025,0.124264546
5701,0.42930868
1005,0.110623784
6800,0.11559494
9238,0.11832677
27505,0.15019962
22172,0.11956679
13317,0.110143
20455,0.11032069
8117,0.3544977
4045,0.17322502
13408,0.119913414
27335,0.1262881
16883,0.23792316
1476,0.1269581
5748,0.11860559
9264,0.1127746
23045,0.22745639
19831,0.111093156
30486,0.12029376
3859,0.11188113
14957,0.15508111
28403,0.12432776
17023,0.17981906
5404,0.11103813
19671,0.11360787
10977,0.13442765
17401,0.112720765
8715,0.29185632
30295,0.1266133
9012,0.110346675
4828,0.120168634
13084,0.118885115
22405,0.15114689
18819,0.14324033
28696,0.13573904
17612,0.14224891
23924,0.15100284
29528,0.12962136
29047,0.16073084
29950,0.1468172
26326,0.117657945
1223,0.12458722
26087,0.28653854
3360,0.20868215
27029,0.1166394
1345,0.14643387
15436,0.12242358
9537,0.11453938
3785,0.16889568
20524,0.115836255
4752,0.11023236
21926,0.21283609
31823,0.22845423
9844,0.2729651
9656,0.11641905
32269,0.118024394
8260,0.25495124
19441,0.1179064
8395,0.14948982
10126,0.13459869
19197,0.1383578
19632,0.1319861
10460,0.114509925
31115,0.18488522
30500,0.19343732
7749,0.14811124
15947,0.22614735
29073,0.11362811
12423,0.11212126
20865,0.11444976
9586,0.11415447
22402,0.1112077
12321,0.11165802
18788,0.14063735
12245,0.16316931
28041,0.19825503
23156,0.12174523
18528,0.13348816
18208,0.17448075
7660,0.13664599
5948,0.11115484
12141,0.12674235
20902,0.11446614
16787,0.18756016
10349,0.21946593
8951,0.13429834
21013,0.21653715
19036,0.12598239
8220,0.115549564
26187,0.11385056
15974,0.1110075
19172,0.23917824
27351,0.23551717
3934,0.110144295
14627,0.11560104
10137,0.14451692
5567,0.12195102
1964,0.11497751
10864,0.19488735
8961,0.11649858
31111,0.11487084
11562,0.11374127
22218,0.11678901
30062,0.1446853
30013,0.122948
20016,0.19403562
21266,0.18802541
10466,0.11508395
29653,0.124831565
14620,0.1140465
4116,0.1742512
11771,0.34686542
14634,0.13210952
21186,0.11227931
7383,0.1121517
20048,0.17834647
24518,0.14438285
22045,0.12939373
31672,0.11273011
22965,0.110378556
6647,0.15111548
6176,0.25371224
27649,0.1115351
12261,0.12607023
20735,0.121496946
25077,0.13135219
10140,0.17680497
12695,0.1462484
6386,0.25992313
11522,0.171392
28789,0.14026655
19832,0.21200426
19997,0.112272516
27956,0.12533468
32191,0.11998406
15776,0.1606889
25760,0.14985986
25144,0.11011611
4464,0.13676116
29350,0.12108219
13250,0.110134296
3048,0.14309682
10148,0.11505146
23024,0.12718812
24580,0.11234216
21106,0.1146149
2067,0.1223444
25865,0.3856051
10076,0.17299603
5893,0.16343664
16933,0.11014962
17219,0.14042915
4691,0.16136247
18462,0.13779894
24046,0.15589927
1693,0.122966856
21608,0.12822124
16197,0.15078294
8541,0.116675146
3755,0.1139724
28866,0.18099828
6755,0.12419979
4021,0.11437868
7028,0.13258512
18597,0.18832442
13962,0.17592335
20565,0.619702
21543,0.11554637
30911,0.119168736
22147,0.28249627
1373,0.11038519
11521,0.12833951
2372,0.20621304
19650,0.12743871
14856,0.11075031
14980,0.27785754
27212,0.11548456
11506,0.11966276
30391,0.11435931
16966,0.22083285
10978,0.12109688
15931,0.11290726
2959,0.11012712
5350,0.40234002
15904,0.12440158
3194,0.113615744
11200,0.19841804
28159,0.11063791
25165,0.23872049
26471,0.1272665
28976,0.17256024
12374,0.110294
1235,0.15367289
13010,0.11011064
31759,0.11017534
1653,0.16907285
22457,0.18238716
32170,0.16614349
6286,0.14255981
30786,0.16751288
20770,0.12968484
29294,0.12661715
13134,0.23362534
17021,0.1102483
17210,0.2811182
32326,0.12212716
17711,0.16576152
22659,0.15467256
7115,0.1379016
12259,0.11720311
7700,0.15454927
1649,0.18331113
20415,0.18502933
15017,0.119166784
21844,0.15354368
7648,0.12619339
1983,0.12654975
23507,0.126686
18656,0.12957695
21228,0.13174735
25480,0.23403208
17448,0.12660211
18510,0.11044088
25386,0.11970524
1149,0.18485136
18867,0.1600536
30942,0.11885129
12065,0.11104563
25672,0.1155002
32539,0.11681287
29408,0.13371661
24636,0.35010254
26340,0.13042572
11337,0.12034255
25136,0.14385462
23026,0.14715706
22374,0.11107365
21409,0.15393224
21440,0.28120503
24116,0.1253635
15884,0.16380624
30403,0.36955908
11123,0.11091017
1213,0.11341589
7160,0.22826429
25120,0.13439696
23619,0.110383995
10108,0.13538747
12606,0.11522795
26612,0.11020115
7931,0.12102348
14851,0.23265906
24522,0.13665411
32089,0.13440832
5736,0.11124775
25953,0.1445583
25050,0.34205467
20697,0.13499635
29348,0.22247422
26590,0.13625091
18868,0.12069416
18457,0.11795961
27451,0.1520106
26307,0.11517522
24663,0.21157564
21066,0.13702656
6257,0.12352532
1984,0.15786897
20154,0.1394143
10872,0.12784322
27442,0.116977125
15610,0.1516854
28594,0.11637758
62,0.14879195
0,0.27376264
3462,0.110113814
16511,0.11212672
19970,0.1364055
2144,0.12094169
5852,0.2193317
11606,0.1895994
32124,0.124175765
11079,0.11061938
16938,0.1609071
11726,0.11028496
14230,0.13280907
1028,0.117295384
15555,0.15670493
14012,0.15249145
6543,0.61509156
7524,0.113480255
4221,0.17209935
12806,0.1154555
3449,0.15046288
24403,0.14044413
31263,0.22897923
28419,0.30418402
14774,0.11536358
22277,0.14597274
22204,0.12374657
9367,0.110431634
21234,0.13381888
3954,0.25948152
8464,0.14650036
8825,0.112461835
13496,0.13347182
24355,0.11064031
5321,0.1361094
26494,0.12786785
6194,0.120440654
27784,0.12001333
24330,0.12557107
14071,0.27600804
1416,0.11353521
11719,0.19668216
26593,0.11431353
11187,0.15139586
29812,0.23149587
11490,0.21339877
19860,0.12873143
1486,0.11406724
27741,0.28334448
26313,0.11012142
1238,0.15432045
